domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Political,Economic,Political + Economic,13181,1892,261,279.79709499596254,-0.10014584585881627,-0.15805562228792006,-0.04793057924641425,0.02793747842813668,0.0004997501249375312,0.1379492600422833,-0.5587900039131367,0.07095629063896075,-0.6978643335654998,-0.4197156742607736,3.4038909993058174e-15,0.0009995002498750624,6.807781998611634e-15,dissociated,Switzerland,1900-2020
Political,Security,Political + Security,13181,1892,45,26.809820562338796,0.7364467103247375,0.3964438959256822,1.02090662520501,0.16179372394684466,0.0004997501249375312,0.023784355179704016,-0.006086508059784295,0.17193034435685914,-0.3430699829992282,0.33089696687965964,0.9717599783347399,0.0009995002498750624,0.9717599783347399,associated,Switzerland,1900-2020
Ideational,Economic,Ideational + Economic,13181,1892,684,665.8098204883438,0.03885738438406786,0.017985354578625382,0.060171912861235625,0.011003754836404518,0.0004997501249375312,0.36152219873150104,-10.3723987527565,1.4151551558051403,-13.146102858134574,-7.598694647378425,2.309897926461423e-13,0.0009995002498750624,3.4648468896921346e-13,associated,Switzerland,1900-2020
Ideational,Security,Ideational + Security,13181,1892,45,63.79709487760436,-0.4988870087215602,-0.8433057519854279,-0.2323246180400314,0.15739475899394692,0.004497751124437781,0.023784355179704016,-6.114509694698586,0.20162467240381848,-6.50969405261007,-5.719325336787102,5.176684939517287e-202,0.006746626686656671,3.1060109637103724e-201,dissociated,Switzerland,1900-2020
Economic,Security,Economic + Security,13181,1892,22,21.393084563211342,0.039449768232603974,-0.5916318473668205,0.5034905933243463,0.27795739390522595,0.8755622188905547,0.011627906976744186,0.019836122840183303,0.22655987414275208,-0.42422123047961074,0.4638934761599774,0.9302315165516221,0.87856071964018,0.9717599783347399,not distinguishable,Switzerland,1900-2020
Political,Ideational,Political + Ideational,2796,895,334,333.73426151792216,0.001146582828211174,-0.03874450234616121,0.046386622939653704,0.022041813634613532,0.9655172413793104,0.37318435754189944,-9.316615491677714,1.415788182136039,-12.09156032866435,-6.541670654691078,4.688212576498079e-11,0.9655172413793104,7.032318864747118e-11,not distinguishable,Argentina,1800-1899
Political,Economic,Political + Economic,2796,895,133,167.27155220371444,-0.3296583673453482,-0.4601953155683132,-0.21853216919492452,0.06247168468760791,0.0004997501249375312,0.14860335195530727,-1.321547425478305,0.11385445560455519,-1.5447021584632332,-1.098392692493377,3.7819646636341454e-31,0.0007496251874062968,7.563929327268291e-31,dissociated,Argentina,1800-1899
Political,Security,Political + Security,2796,895,240,205.99418622155875,0.21993573040095377,0.14275724167089013,0.2975044809745058,0.0395262594056927,0.0004997501249375312,0.2681564245810056,-0.5823053339164973,0.09940841435301312,-0.777145826048403,-0.3874648417845916,4.693025518609576e-09,0.0007496251874062968,5.631630622331491e-09,associated,Argentina,1800-1899
Ideational,Economic,Ideational + Economic,2796,895,100,65.99418626375925,0.595895388235628,0.4145947676007452,0.7599474458828256,0.08958490960959882,0.0004997501249375312,0.11173184357541899,-1.8611504435986557,0.12295370811463815,-2.102139711503346,-1.620161175693965,9.232860469180524e-52,0.0007496251874062968,2.769858140754157e-51,associated,Argentina,1800-1899
Ideational,Security,Ideational + Security,2796,895,47,81.27155224936796,-0.7836715135015992,-1.140824686199404,-0.5112581757571496,0.16168341249907334,0.0004997501249375312,0.05251396648044693,-3.233771679482705,0.15956674942289323,-3.546522508351576,-2.9210208506138344,2.56956352019021e-91,0.0007496251874062968,1.541738112114126e-90,dissociated,Argentina,1800-1899
Economic,Security,Economic + Security,2796,895,41,40.734261543677356,0.00926776559941748,-0.35361868395737467,0.32993017008939507,0.1782356611707708,0.9630184907546226,0.04581005586592179,-0.7375121983440526,0.17183758400493426,-1.0743138629937237,-0.4007105336943814,1.7713925388156143e-05,0.9655172413793104,1.7713925388156143e-05,not distinguishable,Argentina,1800-1899
Political,Ideational,Political + Ideational,11531,1951,798,823.270276278379,-0.04494966341134603,-0.0652415373988785,-0.023520573057339404,0.010525591144697411,0.0004997501249375312,0.4090210148641722,-10.944048004696974,1.4148474217260596,-13.71714895128005,-8.170947058113898,1.032864395016812e-14,0.0005997001499250374,2.065728790033624e-14,dissociated,Argentina,1900-2020
Political,Economic,Political + Economic,11531,1951,228,287.30223619773085,-0.33288363645033225,-0.4366432650113796,-0.23906549952719786,0.0505295724753491,0.0004997501249375312,0.1168631471040492,-0.8166723051177214,0.07506822687614667,-0.9638060297949689,-0.6695385804404739,1.450391241662737e-27,0.0005997001499250374,4.351173724988211e-27,dissociated,Argentina,1900-2020
Political,Security,Political + Security,11531,1951,191,106.42748759921396,0.8407116211735048,0.7108494411104362,0.9631725700125835,0.06469307958505631,0.0004997501249375312,0.09789851358277807,0.17343443265554045,0.08901611478574223,-0.0010371523245143177,0.34790601763559525,0.05137325212699062,0.0005997001499250374,0.05137325212699062,associated,Argentina,1900-2020
Ideational,Economic,Ideational + Economic,11531,1951,574,489.4274875167944,0.2297386561767596,0.1809680457826945,0.2754897389472313,0.02448303139046196,0.0004997501249375312,0.29420809841107126,-10.432103977310668,1.4152325841053002,-13.205959842157057,-7.658248112464279,1.689720892824267e-13,0.0005997001499250374,2.5345813392364004e-13,associated,Argentina,1900-2020
Ideational,Security,Ideational + Security,11531,1951,122,181.3022360973168,-0.5695881950053322,-0.7571409425922503,-0.4070711230610248,0.08893097769739894,0.0004997501249375312,0.06253203485392107,-5.146040783096521,0.11837983079262403,-5.378065251450065,-4.914016314742978,0.0,0.0005997001499250374,0.0,dissociated,Argentina,1900-2020
Economic,Security,Economic + Security,11531,1951,38,63.27027631056482,-0.7280256864644838,-1.1797614463800903,-0.3455636184134278,0.208672572154528,0.001999000499750125,0.019477191184008202,-0.9092341564231434,0.16856005793475065,-1.2396118699752547,-0.5788564428710321,6.885796698420697e-08,0.001999000499750125,8.262956038104837e-08,dissociated,Argentina,1900-2020
Political,Ideational,Political + Ideational,4209,1173,405,405.62106964556824,-0.002207962080112936,-0.04339072269897686,0.037614954436719424,0.02066198319542074,0.9175412293853074,0.3452685421994885,-9.761966248965669,1.4154760245972513,-12.536299257176282,-6.987633240755056,5.32633868055907e-12,0.9175412293853075,7.989508020838605e-12,not distinguishable,Norway,1800-1899
Political,Economic,Political + Economic,4209,1173,356,342.0322670938652,0.057662177986896955,0.00766286332296232,0.10962275117276236,0.02592140201296741,0.028985507246376812,0.3034953111679454,-0.5986118658131399,0.07392152367170057,-0.743498052209673,-0.45372567941660674,5.58988521304141e-16,0.05847076461769116,1.117977042608282e-15,not distinguishable,Norway,1800-1899
Political,Security,Political + Security,4209,1173,79,92.34666320177357,-0.2238952019580266,-0.4528996521701769,-0.03060331341814192,0.11079674123271765,0.038980509745127435,0.06734867860187553,-0.7183081228027006,0.13618720430784384,-0.9852350432460746,-0.4513812023593267,1.331786827950338e-07,0.05847076461769116,1.5981441935404054e-07,not distinguishable,Norway,1800-1899
Ideational,Economic,Ideational + Economic,4209,1173,209,222.34666325759684,-0.08910111533082041,-0.17648565264167196,-0.012290636548537438,0.042662457392076816,0.03498250874562719,0.17817561807331628,-3.1742191583150796,0.09190423141605165,-3.354351451890541,-2.9940868647396184,2.1333841782434395e-261,0.05847076461769116,1.2800305069460637e-260,not distinguishable,Norway,1800-1899
Ideational,Security,Ideational + Security,4209,1173,74,60.032267131839106,0.2995360398561146,0.044440007088091586,0.5287052686510152,0.12241665812752142,0.018490754622688656,0.06308610400682012,-1.9307557608986288,0.13958507992855618,-2.204342517558599,-1.6571690042386586,1.6317011283222077e-43,0.05847076461769116,4.895103384966623e-43,not distinguishable,Norway,1800-1899
Economic,Security,Economic + Security,4209,1173,50,50.6210696693571,-0.01763463602868219,-0.3921659789346015,0.27655704538735915,0.16892169241684943,0.9170414792603698,0.042625745950554135,-0.49108647154348367,0.1594848014338704,-0.8036766823538697,-0.1784962607330977,0.0020755348794665343,0.9175412293853075,0.0020755348794665343,not distinguishable,Norway,1800-1899
Political,Ideational,Political + Ideational,9553,1660,691,686.9925678323809,0.008385134082854072,-0.014069219455108795,0.032077857797059864,0.011796938024945391,0.4767616191904048,0.4162650602409639,-10.945015981175617,1.414898228542121,-13.718216509118173,-8.17181545323306,1.0295703215012072e-14,0.4767616191904048,1.544355482251811e-14,not distinguishable,Norway,1900-2020
Political,Economic,Political + Economic,9553,1660,361,378.41905722061955,-0.06789405288740623,-0.1176027395546339,-0.021820417316408082,0.024498814523548167,0.0069965017491254375,0.21746987951807228,-0.5878080087777744,0.06548181902787502,-0.7161523740724094,-0.4594636434831394,2.7911141704194054e-19,0.034482758620689655,5.582228340838811e-19,dissociated,Norway,1900-2020
Political,Security,Political + Security,9553,1660,82,68.58837502417,0.255951139655056,0.020551256249551505,0.4545279006734749,0.10902645214640097,0.02148925537231384,0.04939759036144578,-0.3470507644042656,0.1336223864264579,-0.6089506418001231,-0.08515088700840806,0.009397345643499587,0.04297851074462768,0.011276814772199504,associated,Norway,1900-2020
Ideational,Economic,Ideational + Economic,9553,1660,424,410.58837494641824,0.04631597887059439,0.0032659379370127205,0.08701723817524562,0.021225115703753943,0.031984007996002,0.25542168674698795,-2.494330287257729,0.06618783583614511,-2.624058445496573,-2.3646021290188846,0.0,0.047976011994003,0.0,associated,Norway,1900-2020
Ideational,Security,Ideational + Security,9553,1660,57,74.41905713794738,-0.3817707872109846,-0.7171454972999705,-0.1126361243714142,0.15291401335160387,0.011494252873563218,0.03433734939759036,-2.634277047534269,0.1506650203306363,-2.929580487382316,-2.338973607686222,1.886143374169728e-68,0.034482758620689655,5.658430122509184e-68,dissociated,Norway,1900-2020
Economic,Security,Economic + Security,9553,1660,45,40.99256783846401,0.1330136016910094,-0.24834500714040708,0.4547847776398768,0.18204789440159905,0.4512743628185907,0.02710843373493976,0.20679017949950068,0.1651832905444325,-0.11696906996758705,0.5305494289665884,0.21061244240378074,0.4767616191904048,0.21061244240378074,not distinguishable,Norway,1900-2020
Political,Ideational,Political + Ideational,2424,935,264,266.89271761449197,-0.015692452125154997,-0.07708775455509471,0.04261094475266215,0.03106801093316413,0.6146926536731634,0.2823529411764706,-4.06884809549919,0.14100456374793896,-4.34521704044515,-3.7924791505532296,4.24277163624927e-183,0.6271864067966016,2.545662981749562e-182,not distinguishable,Mexico,1800-1899
Political,Economic,Political + Economic,2424,935,75,106.31406774151618,-0.5005531173662727,-0.740940825020396,-0.30172258189357265,0.11075946530413873,0.0004997501249375312,0.08021390374331551,-1.2536391306140966,0.14086983413900495,-1.5297440055265463,-0.9775342557016469,5.621360276359507e-19,0.0007496251874062968,8.432040414539261e-19,dissociated,Mexico,1800-1899
Political,Security,Political + Security,2424,935,353,318.7932145902834,0.1468283210084886,0.09404168099132504,0.20131155967723616,0.02784359042038321,0.0004997501249375312,0.3775401069518717,-0.7047827136060915,0.08609948765426978,-0.8735377094084602,-0.5360277178037227,2.707740108988498e-16,0.0007496251874062968,3.2492881307861976e-16,associated,Mexico,1800-1899
Ideational,Economic,Ideational + Economic,2424,935,81,46.793214614968534,0.7851668513299245,0.5486113950846809,0.9883426729728454,0.11223857354414865,0.0004997501249375312,0.08663101604278074,-1.3248440985805356,0.13804871450605333,-1.5954195790124002,-1.0542686181486711,8.235957696157534e-22,0.0007496251874062968,1.647191539231507e-21,associated,Mexico,1800-1899
Ideational,Security,Ideational + Security,2424,935,109,140.31406779004794,-0.36286060134414083,-0.5175773729902047,-0.21696701759934586,0.07744900418290071,0.0004997501249375312,0.11657754010695187,-3.329639646277325,0.12034903407661601,-3.565523753067492,-3.0937555394871574,1.765892487931257e-168,0.0007496251874062968,5.297677463793771e-168,dissociated,Mexico,1800-1899
Economic,Security,Economic + Security,2424,935,53,55.892717648691864,-0.0759699787263099,-0.4207788907148909,0.19427266732029538,0.15584716921576308,0.6271864067966016,0.05668449197860963,-0.9903295519313413,0.1579247900001257,-1.2998621403315878,-0.680796963531095,3.5898191560405607e-10,0.6271864067966016,3.589819156040561e-10,not distinguishable,Mexico,1800-1899
Political,Ideational,Political + Ideational,11419,1757,742,754.9258856304848,-0.02489919449545421,-0.04152048769700448,-0.007004500917057717,0.009006370706735437,0.005997001499250375,0.42231075697211157,-11.427973739546015,1.414815775299458,-14.201012659132953,-8.654934819959077,6.618494506464358e-16,0.007196401799100449,9.927741759696538e-16,dissociated,Mexico,1900-2020
Political,Economic,Political + Economic,11419,1757,247,286.35035045679757,-0.2128697553982099,-0.2918542414782888,-0.1418158920479528,0.03856058054465801,0.0004997501249375312,0.14058053500284576,-1.3420384161290215,0.07354883895378844,-1.486194140478447,-1.1978826917795962,2.1898274592234605e-74,0.0007496251874062968,6.569482377670382e-74,dissociated,Mexico,1900-2020
Political,Security,Political + Security,11419,1757,105,52.72376398324128,0.9871005524950708,0.7970032748350195,1.1558387923478666,0.09177519601326882,0.0004997501249375312,0.05976095617529881,-0.18346190055558656,0.12756066597184829,-0.43348080586040916,0.06655700474923607,0.15036808551094644,0.0007496251874062968,0.18044170261313572,associated,Mexico,1900-2020
Ideational,Economic,Ideational + Economic,11419,1757,581,528.7237639085271,0.1359013468180374,0.09852218509441617,0.17448794502790507,0.01964822283075306,0.0004997501249375312,0.33067729083665337,-1.46455664249906,0.06120403546757135,-1.5845165520154998,-1.34459673298262,1.5257907857854382e-126,0.0007496251874062968,9.154744714712629e-126,associated,Mexico,1900-2020
Ideational,Security,Ideational + Security,11419,1757,58,97.35035035289728,-0.7421403917307183,-1.0606145441164796,-0.47165866849270116,0.15049774236209737,0.0004997501249375312,0.033010813887307915,-2.3933612738246457,0.1500775962877022,-2.687513362548542,-2.0992091851007495,2.965696519629048e-57,0.0007496251874062968,5.931393039258097e-57,dissociated,Mexico,1900-2020
Economic,Security,Economic + Security,11419,1757,24,36.92588566805198,-0.611254708239217,-1.1925961530461926,-0.14830152843524733,0.2697240755059948,0.0239880059970015,0.013659647125782584,-0.19642376051826335,0.21434989981564673,-0.616549564156931,0.22370204312040423,0.3594730044930806,0.0239880059970015,0.3594730044930807,dissociated,Mexico,1900-2020
Political,Ideational,Political + Ideational,1371,464,146,158.92190203687383,-0.12194918167806966,-0.19243746547503665,-0.0622139705338405,0.0333267581622434,0.0009995002498750624,0.3146551724137931,-8.58074850752311,1.4177548253267231,-11.359547965163486,-5.801949049882732,1.4274784265851204e-09,0.0014992503748125937,2.1412176398776807e-09,dissociated,China,1800-1899
Political,Economic,Political + Economic,1371,464,42,72.72160472934308,-0.7848065509348086,-1.1162859543336037,-0.5440571174118284,0.1423050699904995,0.0004997501249375312,0.09051724137931035,-1.6611307277760263,0.1838253758553919,-2.0214284644525944,-1.3008329910994583,1.6182696719901111e-19,0.0009995002498750624,4.854809015970333e-19,dissociated,China,1800-1899
Political,Security,Political + Security,1371,464,186,142.35649320298373,0.38460901843550827,0.2783771467664081,0.4990939623208973,0.05498118134411506,0.0004997501249375312,0.40086206896551724,0.4395515710269761,0.13527298117492637,0.17441652792412043,0.7046866141298318,0.001156621202791563,0.0009995002498750624,0.001156621202791563,associated,China,1800-1899
Ideational,Economic,Ideational + Economic,1371,464,67,23.356493221958637,1.5005055120687254,1.2732153434031785,1.7513396722646086,0.12098209795944385,0.0004997501249375312,0.14439655172413793,-1.0566920363803933,0.16270323418837285,-1.3755903753896042,-0.7377936973711825,8.325563443621355e-11,0.0009995002498750624,1.6651126887242712e-10,associated,China,1800-1899
Ideational,Security,Ideational + Security,1371,464,15,45.72160475517775,-1.5762991337077272,-2.344444439077613,-1.0712782178440596,0.31695447902585255,0.0014992503748125937,0.032327586206896554,-3.8289983180273235,0.2695922756011234,-4.357399178205525,-3.3005974578491215,8.786950160035675e-46,0.0017991004497751122,5.272170096021405e-45,dissociated,China,1800-1899
Economic,Security,Economic + Security,1371,464,8,20.921902053662933,-1.3335518365057537,-2.5844585678884777,-0.6121467239670979,0.5153711848147539,0.02048975512243878,0.017241379310344827,-1.9270403241803031,0.35739838675981145,-2.6275411622295337,-1.2265394861310726,6.973398013865082e-08,0.02048975512243878,8.368077616638099e-08,dissociated,China,1800-1899
Political,Ideational,Political + Ideational,8079,1795,561,627.5479819066013,-0.16158876039924738,-0.19545193307339334,-0.1293812088815702,0.017251643541285683,0.0004997501249375312,0.3125348189415042,-10.854376903259244,1.4150386896467102,-13.627852734966796,-8.080901071551692,1.7102286661306776e-14,0.0004997501249375312,2.5653429991960164e-14,dissociated,China,1900-2020
Political,Economic,Political + Economic,8079,1795,376,431.0911138690078,-0.19701529624686587,-0.25816617310879614,-0.1416619888153714,0.029694809777768096,0.0004997501249375312,0.20947075208913649,-0.589449363925139,0.06607753502867936,-0.7189613325813505,-0.4599373952689275,4.638888825009283e-19,0.0004997501249375312,9.277777650018567e-19,dissociated,China,1900-2020
Political,Security,Political + Security,8079,1795,318,196.36090413047359,0.6941167468564942,0.6002791380974912,0.7881948518511483,0.04672573741924102,0.0004997501249375312,0.17715877437325905,0.5650797771745755,0.08575089177205286,0.3970080293013519,0.7331515250477991,4.404695945267569e-11,0.0004997501249375312,4.4046959452675684e-11,associated,China,1900-2020
Ideational,Economic,Ideational + Economic,8079,1795,427,305.3609042178315,0.48304870962315916,0.4169750863156164,0.5530885156110273,0.035936535486088016,0.0004997501249375312,0.23788300835654597,-2.068676278355317,0.0665774063222836,-2.199167994746993,-1.938184561963641,5.802027059986087e-212,0.0004997501249375312,3.4812162359916527e-211,associated,China,1900-2020
Ideational,Security,Ideational + Security,8079,1795,84,139.09111394147683,-0.724183859219203,-0.9813553100547953,-0.4915800167459655,0.12265959454530319,0.0004997501249375312,0.0467966573816156,-3.0123780286768858,0.12067882957296308,-3.2489085346398934,-2.775847522713878,1.5842702459397411e-137,0.0004997501249375312,4.752810737819223e-137,dissociated,China,1900-2020
Economic,Security,Economic + Security,8079,1795,29,95.54798193460908,-1.7030403472506,-2.24551732704989,-1.271038432755988,0.2506299912831233,0.0004997501249375312,0.01615598885793872,-1.3379218812673692,0.19141030266230546,-1.7130860744854879,-0.9627576880492505,2.7525636650437127e-12,0.0004997501249375312,3.3030763980524554e-12,dissociated,China,1900-2020
Political,Ideational,Political + Ideational,2965,751,322,324.5290607387108,-0.011269554249144184,-0.05160229896016884,0.02948237405871201,0.020541024064807945,0.5737131434282858,0.42876165113182424,-8.916995786085007,1.416163177686621,-11.692675614350783,-6.14131595781923,3.042689709050794e-10,0.5947026486756621,6.085379418101588e-10,not distinguishable,Poland,1800-1899
Political,Economic,Political + Economic,2965,751,55,87.9544988899461,-0.6724477503241535,-0.9450018033692331,-0.42881379418214227,0.13194143549462015,0.0004997501249375312,0.07323568575233022,-0.6201558902190698,0.15421051564841806,-0.9224085008899692,-0.31790327954817044,5.78314125258049e-05,0.0007496251874062968,8.674711878870735e-05,dissociated,Poland,1800-1899
Political,Security,Political + Security,2965,751,115,79.51644040514421,0.5295244958515628,0.3749060867540461,0.6722442101587945,0.07708941931561868,0.0004997501249375312,0.15312916111850866,-0.1329182284423986,0.11657465476583496,-0.3614045517834351,0.09556809489863793,0.2542036768167254,0.0007496251874062968,0.2542036768167254,associated,Poland,1800-1899
Ideational,Economic,Ideational + Economic,2965,751,156,120.51644036798552,0.37095960283002877,0.2598511640930516,0.48936437713548103,0.059280858291627415,0.0004997501249375312,0.20772303595206393,-3.4088200442830434,0.15896244245705848,-3.720386431498878,-3.097253657067209,5.174453987257298e-102,0.0007496251874062968,3.1046723923543787e-101,associated,Poland,1800-1899
Ideational,Security,Ideational + Security,2965,751,76,108.95449885232027,-0.5167996011764736,-0.7185127302290578,-0.3366497366498518,0.0981920190144118,0.0004997501249375312,0.10119840213049268,-10.170409289235353,1.4198960520655972,-12.953405551283923,-7.387413027186783,7.905463317438449e-13,0.0007496251874062968,2.371638995231535e-12,dissociated,Poland,1800-1899
Economic,Security,Economic + Security,2965,751,27,29.52906074589314,-0.12692773210079783,-0.6687486055699401,0.30068023869760335,0.2487024894278181,0.5947026486756621,0.03595206391478029,-0.6723282098580742,0.20664405313697096,-1.0773505540065371,-0.2673058657096111,0.0011396984977565237,0.5947026486756621,0.0013676381973078285,not distinguishable,Poland,1800-1899
Political,Ideational,Political + Ideational,7495,1374,552,569.5622644484615,-0.045145040220894196,-0.07454593485969024,-0.017338225281016535,0.014297574065963154,0.001999000499750125,0.4017467248908297,-10.492198752216838,1.4151413668478687,-13.265875831238661,-7.718521673195015,1.2232356088327677e-13,0.0023988005997001498,3.669706826498303e-13,dissociated,Poland,1900-2020
Political,Economic,Political + Economic,7495,1374,148,173.52523627724435,-0.2288336027033141,-0.3684825982668667,-0.09539112901617035,0.0686271879744884,0.0004997501249375312,0.10771470160116449,-0.38699189257193983,0.0961918876398968,-0.5755279923461376,-0.1984557927977421,5.743123729291894e-05,0.0009995002498750624,8.614685593937841e-05,dissociated,Poland,1900-2020
Political,Security,Political + Security,7495,1374,140,96.9124993261952,0.5283913240839802,0.3729719081062567,0.6747134183182645,0.07602191666843906,0.0004997501249375312,0.10189228529839883,-0.10085769186201862,0.10144680084593748,-0.29969342152005607,0.09797803779601882,0.3201289509272742,0.0009995002498750624,0.3201289509272742,associated,Poland,1900-2020
Ideational,Economic,Ideational + Economic,7495,1374,352,308.91249926682997,0.18809177932165339,0.12313002955654946,0.25398256351878157,0.03249522577217272,0.0004997501249375312,0.2561863173216885,-9.524585128827718,1.4162643293921882,-12.300463214436407,-6.74870704321903,1.7541583506256905e-11,0.0009995002498750624,3.508316701251381e-11,associated,Poland,1900-2020
Ideational,Security,Ideational + Security,7495,1374,147,172.5252362095522,-0.23026751979866347,-0.36868247767776174,-0.09490127516021875,0.0697612288730225,0.001999000499750125,0.10698689956331878,-10.547482321119437,1.417539820397955,-13.325860369099429,-7.769104273139446,1.0015648725801273e-13,0.0023988005997001498,3.669706826498303e-13,dissociated,Poland,1900-2020
Economic,Security,Economic + Security,7495,1374,35,52.562264471716794,-0.5798672203500705,-1.0682482002669607,-0.21207712380393393,0.21757139957292732,0.013493253373313344,0.025473071324599708,-0.4345549394627453,0.17823786342127093,-0.7839011517684363,-0.0852087271570543,0.014766246268510374,0.013493253373313344,0.01771949552221245,dissociated,Poland,1900-2020
Political,Ideational,Political + Ideational,2507,478,185,189.4534962219753,-0.03422707917468459,-0.08556590808802032,0.008876275761820318,0.02416881230788206,0.15742128935532235,0.38702928870292885,-9.300068965935539,1.4170502319397074,-12.077487420537366,-6.522650511333713,5.274376450009542e-11,0.1889055472263868,2.2907930977673922e-10,not distinguishable,Netherlands,1800-1899
Political,Economic,Political + Economic,2507,478,41,50.25604935887471,-0.2904684436696234,-0.5819966856700366,-0.05691775182862992,0.13484024091749078,0.030984507746126936,0.08577405857740586,-0.896772300415085,0.17344997068938647,-1.2367342429662824,-0.5568103578638876,2.3383448795619132e-07,0.046476761619190406,3.50751731934287e-07,dissociated,Netherlands,1800-1899
Political,Security,Political + Security,2507,478,34,20.29045443493499,0.7306750691172302,0.3692365814450974,1.0381322714905459,0.17152640217907833,0.0004997501249375312,0.07112970711297072,-0.2467074520934708,0.1977657292482356,-0.6343282814200126,0.14091337723307099,0.21222403178294336,0.0029985007496251873,0.21222403178294336,associated,Netherlands,1800-1899
Ideational,Economic,Ideational + Economic,2507,478,158,144.29045441572842,0.13051634720483996,0.05595349383339899,0.21077718632388331,0.040052916710292534,0.0029985007496251873,0.3305439330543933,-8.379556402551088,1.4188968776754953,-11.16059428279506,-5.598518522307118,3.5118684770762144e-09,0.008995502248875561,7.023736954152429e-09,associated,Netherlands,1800-1899
Ideational,Security,Ideational + Security,2507,478,49,58.25604933272369,-0.24730886934558205,-0.48937360887029996,-0.04980791573418177,0.11478550248214045,0.02848575712143928,0.10251046025104603,-9.27098020460979,1.4246384202216007,-12.063271508244128,-6.4786889009754525,7.635976992557974e-11,0.046476761619190406,2.2907930977673922e-10,dissociated,Netherlands,1800-1899
Economic,Security,Economic + Security,2507,478,11,15.453496235762826,-0.47223876653558067,-1.4574349264830744,0.10582166249300747,0.4048559408593777,0.2178910544727636,0.02301255230125523,-0.6460222957095746,0.31218852070482006,-1.257911796291022,-0.03413279512812728,0.03851476259875743,0.2178910544727636,0.04621771511850891,not distinguishable,Netherlands,1800-1899
Political,Ideational,Political + Ideational,8221,1191,521,524.5630981897244,-0.009823552844087634,-0.02962067957599461,0.010044726451994881,0.010270729834602458,0.33933033483258374,0.4374475230898405,-10.532252441364792,1.4152103873932331,-13.306064800655529,-7.7584400820740544,9.903608724675883e-14,0.38130934532733635,2.9710826174027645e-13,not distinguishable,Netherlands,1900-2020
Political,Economic,Political + Economic,8221,1191,135,158.8882380266221,-0.23425231873571783,-0.34396755900991305,-0.13216474355744828,0.05453290794047554,0.0004997501249375312,0.11335012594458438,-0.5816402766709712,0.09692181322939424,-0.7716070306005839,-0.39167352274135847,1.959505728359747e-09,0.0007496251874062968,2.9392585925396204e-09,dissociated,Netherlands,1900-2020
Political,Security,Political + Security,8221,1191,55,27.548663829007296,0.9845557255192074,0.7075846045722626,1.2314773237560528,0.13539570997331016,0.0004997501249375312,0.04617968094038623,0.37492156734975685,0.16163037417250867,0.058126033971639846,0.6917171007278738,0.020361269162592857,0.0007496251874062968,0.02443352299511143,associated,Netherlands,1900-2020
Ideational,Economic,Ideational + Economic,8221,1191,419,391.54866378009876,0.09763806796555557,0.06062521375138463,0.13971297676078245,0.01997094685336481,0.0004997501249375312,0.3518052057094878,-9.851094663790509,1.4157797629838775,-12.62602299923891,-7.076166328342109,3.449658679070339e-12,0.0007496251874062968,6.899317358140678e-12,associated,Netherlands,1900-2020
Ideational,Security,Ideational + Security,8221,1191,44,67.88823795357098,-0.6199428822307118,-0.9647846889968289,-0.3401513629123512,0.15823573435083382,0.0004997501249375312,0.036943744752308987,-7.022794574743165,0.2682832598145804,-7.548629763979743,-6.496959385506588,4.884470818835507e-151,0.0007496251874062968,2.9306824913013045e-150,dissociated,Netherlands,1900-2020
Economic,Security,Economic + Security,8221,1191,17,20.563098220976315,-0.26736273934335425,-1.00186626360846,0.23304606529468458,0.31906129893898594,0.38130934532733635,0.014273719563392108,-0.25310098802098746,0.253239135189251,-0.7494496929919194,0.24324771694994451,0.31757457990757576,0.38130934532733635,0.31757457990757576,not distinguishable,Netherlands,1900-2020
Political,Ideational,Political + Ideational,3622,866,295,297.23413184448515,-0.010866489292582415,-0.06213371825566302,0.038062776093374884,0.025168113374422568,0.6586706646676662,0.3406466512702079,-9.905186193630495,1.4158228546097007,-12.68019898866551,-7.130173398595482,2.6325479114789596e-12,0.669665167416292,3.94882186721844e-12,not distinguishable,Ireland,1800-1899
Political,Economic,Political + Economic,3622,866,262,256.7381075174362,0.029213041955780554,-0.03154434429148321,0.08868544707945632,0.0302776820320541,0.3278360819590205,0.302540415704388,-0.24740393777499642,0.09096298610082942,-0.42569139053262206,-0.06911648501737075,0.0065315313837006365,0.669665167416292,0.0065315313837006365,not distinguishable,Ireland,1800-1899
Political,Security,Political + Security,3622,866,95,98.02776059561744,-0.0450295338669646,-0.22352558031439484,0.11302646840147709,0.08784629106282531,0.6011994002998501,0.10969976905311778,-1.4199347698270406,0.12136995591606732,-1.6578198834225326,-1.1820496562315486,1.286184622634244e-31,0.669665167416292,2.572369245268488e-31,not distinguishable,Ireland,1800-1899
Ideational,Economic,Ideational + Economic,3622,866,122,125.02776063389081,-0.035224704190828016,-0.17522250133140127,0.09232134935156011,0.06843317338239734,0.5937031484257871,0.14087759815242495,-2.1241512240878997,0.10903497540278165,-2.3378597758773516,-1.9104426722984478,1.5797987156469042e-84,0.669665167416292,9.478792293881425e-84,not distinguishable,Ireland,1800-1899
