group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Military,Business,Military + Business,2496,717,4,10.244230155372794,-1.255565208056711,-2.942152391952575,-0.28033387309282365,0.7441743970461272,0.08995502248875563,0.005578800557880056,-1.164314305388836,0.4839467994430047,-2.1128500322971253,-0.21577857848054682,0.016133893603321355,0.1259370314842579,0.03080106960634077,not distinguishable,Netherlands,1800-1899
Military,Nobility & Kinship,Military + Nobility & Kinship,2496,717,12,6.703431284238095,0.7951719057816994,-0.1423448182991545,1.3586187746578489,0.38230583550860203,0.04297851074462768,0.016736401673640166,0.4649670210601335,0.30927244107804136,-0.14120696345282752,1.0711410055730946,0.13273023265212705,0.08133433283358321,0.15485193809414824,not distinguishable,Netherlands,1800-1899
Military,Religion,Military + Religion,2496,717,3,5.407198505828993,-0.7551191711224534,-3.445873657097665,0.28262490579473837,0.8348625164664699,0.2798600699650175,0.0041841004184100415,-1.0599572507478112,0.5473570907044762,-2.132777148528585,0.012862647032962249,0.05280643787079483,0.30931902469817724,0.06523148207568774,not distinguishable,Netherlands,1800-1899
Military,Learning & Culture,Military + Learning & Culture,2496,717,53,49.34910554296195,0.10197127335591577,-0.17620666142703315,0.3248840118727386,0.12722059024714702,0.4192903548225887,0.07391910739191074,-2.0658220726681162,0.17653363257209695,-2.4118279925094264,-1.719816152826806,1.242726895768309e-31,0.4402548725637181,6.524316202783623e-31,not distinguishable,Netherlands,1800-1899
Business,Nobility & Kinship,Business + Nobility & Kinship,2496,717,9,10.553734208369747,-0.2185344093240646,-1.3107846617959584,0.4455435919299393,0.4618628267008228,0.5972013993003499,0.012552301255230125,-0.18339645677083094,0.3446662978886207,-0.8589424006325275,0.4921494870908656,0.5946577025686212,0.5972013993003499,0.5946577025686212,not distinguishable,Netherlands,1800-1899
Business,Religion,Business + Religion,2496,717,5,8.512973941657895,-0.7125716009368929,-2.4870769770317427,0.13778994803820918,0.6715859485130485,0.2193903048475762,0.00697350069735007,-0.900732941843229,0.44067104422438946,-1.7644481885230325,-0.03701769516342568,0.040953249561285175,0.25828752290521406,0.055289801405881446,not distinguishable,Netherlands,1800-1899
Business,Learning & Culture,Business + Learning & Culture,2496,717,114,77.69414218443833,0.5502151593087048,0.4030797040827939,0.6927073348980807,0.07395722095322484,0.0004997501249375312,0.1589958158995816,-1.1606416032616833,0.14873073079963925,-1.4521538356289763,-0.8691293708943904,6.0144934672416995e-15,0.0014992503748125937,2.105072713534595e-14,associated,Netherlands,1800-1899
Nobility & Kinship,Religion,Nobility & Kinship + Religion,2496,717,0,5.570563622341473,-3.601830469925436,-3.924021470678586,-3.2506582238279456,0.17296099252560557,0.0004997501249375312,0.0,-2.8846002260034598,1.4193928310437538,-5.666610174849217,-0.1025902771577023,0.04212556297590967,0.0014992503748125937,0.055289801405881446,dissociated,Netherlands,1800-1899
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,2496,717,66,50.84006659573667,0.37326917330827286,0.16068879706730826,0.5737367020314372,0.10555692695422292,0.0004997501249375312,0.09205020920502092,-1.349926716949016,0.18004776145041015,-1.7028203293918198,-0.997033104506212,6.499517694614005e-14,0.0014992503748125937,1.9498553083842015e-13,associated,Netherlands,1800-1899
Religion,Learning & Culture,Religion + Learning & Culture,2496,717,65,41.00919670484232,0.6580638937920177,0.4735605682527579,0.8406400499309021,0.09496273516370912,0.0004997501249375312,0.09065550906555091,-1.6113584815127213,0.17284647742214143,-1.9501375772601186,-1.272579385765324,1.1364811875259059e-20,0.0014992503748125937,4.773220987608805e-20,associated,Netherlands,1800-1899
Politics,Administration & Law,Politics + Administration & Law,7699,1529,205,83.80616807566017,1.2854283021508819,1.1616062365217183,1.4133440194721225,0.0659699657512906,0.0004997501249375312,0.1340745585349902,1.8428973650403477,0.10954922664088551,1.6281808808242122,2.0576138492564833,1.6682057471618307e-63,0.0011660836248542396,8.758080172599611e-63,associated,Netherlands,1900-2020
Politics,Military,Politics + Military,7699,1529,51,31.490746305613357,0.6869177831105305,0.3838212054274002,0.950444758093388,0.14450788678105028,0.0004997501249375312,0.033355134074558535,0.6379306621708575,0.16892740933183745,0.30683293988045607,0.9690283844612588,0.00015913712587063185,0.0011660836248542396,0.0003341879643283269,associated,Netherlands,1900-2020
Politics,Business,Politics + Business,7699,1529,107,132.4879194077556,-0.3069585377756127,-0.522284434697639,-0.12102238954589782,0.10200479786916213,0.0024987506246876563,0.06998037933289732,-0.02869361941295778,0.11088647843551709,-0.24603111714657128,0.1886438783206557,0.7958160087995925,0.004770342101676435,0.8584959233185605,dissociated,Netherlands,1900-2020
Politics,Nobility & Kinship,Politics + Nobility & Kinship,7699,1529,15,29.87176005568155,-0.9704623001849025,-1.7443035827128883,-0.4385452498375457,0.346864748957838,0.011494252873563218,0.009810333551340745,-0.6693295537758245,0.27016848206301747,-1.1988597786193387,-0.13979932893231029,0.013232405856752892,0.01856763925729443,0.02315671024931756,dissociated,Netherlands,1900-2020
Politics,Religion,Politics + Religion,7699,1529,12,35.832500526882235,-1.539332565487274,-2.476548448599927,-0.9203639968116173,0.3932866207267731,0.001999000499750125,0.007848266841072597,-1.2988585369229653,0.293188709602554,-1.8735084077439712,-0.7242086661019594,9.418458293049334e-06,0.004197901049475263,2.47234530192545e-05,dissociated,Netherlands,1900-2020
Politics,Learning & Culture,Politics + Learning & Culture,7699,1529,444,520.5109056840546,-0.22913015193556371,-0.28007590866415144,-0.18406823258248192,0.024827233897470595,0.0004997501249375312,0.29038587311968606,-3.4830057944519592,0.07706410939309609,-3.6340514488624276,-3.331960140041491,0.0,0.0011660836248542396,0.0,dissociated,Netherlands,1900-2020
Administration & Law,Military,Administration & Law + Military,7699,1529,4,9.243035338128356,-1.1144462970530506,-2.8381376938823504,-0.10654924947658548,0.7717068644791752,0.10294852573713144,0.002616088947024199,-0.6417440958330589,0.48067405696731696,-1.5838652474890003,0.3003770558228823,0.18184623218620233,0.144127936031984,0.23867317974439056,not distinguishable,Netherlands,1900-2020
Administration & Law,Business,Administration & Law + Business,7699,1529,7,38.88731340554792,-2.3927685138779693,-3.9017692325945394,-1.6348914287852918,0.5720994711355725,0.0034982508745627187,0.004578155657292348,-1.4262701801455253,0.3714381556880567,-2.1542889652941164,-0.6982513949969341,0.00012310494525985625,0.006121939030484758,0.0002872448722729979,dissociated,Netherlands,1900-2020
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,7699,1529,2,8.767837101324545,-1.8903045916139676,-4.277212546931837,-0.6727982728747739,0.9647310434057397,0.127936031984008,0.0013080444735120995,-1.0780172490055178,0.6401527196046941,-2.332716579430718,0.17668208141968256,0.0921816478488645,0.1679160419790105,0.13827247177329674,not distinguishable,Netherlands,1900-2020
Administration & Law,Religion,Administration & Law + Religion,7699,1529,1,10.51740931793787,-2.8767506163000727,-4.645694095900986,-1.506298711299285,1.0113685341404384,0.0004997501249375312,0.0006540222367560497,-1.9622295747760279,0.8211910848056234,-3.5717641009950496,-0.35269504855700595,0.016871688664049936,0.0011660836248542396,0.02725426630346528,dissociated,Netherlands,1900-2020
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,7699,1529,85,152.7782367692351,-0.8421565451797349,-1.0899248820989962,-0.6337623527616199,0.11773321789188004,0.0004997501249375312,0.05559189012426422,-2.928106361667815,0.1276873422679069,-3.1783735525129124,-2.6778391708227174,2.2364706375069278e-116,0.0011660836248542396,2.348294169382274e-115,dissociated,Netherlands,1900-2020
Military,Business,Military + Business,7699,1529,12,14.612176514924622,-0.2737833631770179,-1.2217968936424208,0.34857466415328214,0.39590331074178103,0.46976511744127936,0.007848266841072597,-0.06844987311498486,0.2968165613427879,-0.6502103333468491,0.5133105871168794,0.8176151650652957,0.5192140771719403,0.8584959233185605,not distinguishable,Netherlands,1900-2020
Military,Nobility & Kinship,Military + Nobility & Kinship,7699,1529,4,3.29457532955674,0.2459865661901732,-1.464630778829944,1.2138860892834802,0.7508813076017007,0.7051474262868566,0.002616088947024199,0.32507354475580685,0.485087502033997,-0.6256979592308272,1.2758450487424409,0.5027724819728701,0.7256371814092953,0.6210718894958983,not distinguishable,Netherlands,1900-2020
Military,Religion,Military + Religion,7699,1529,1,3.951989170110574,-1.5694875824693244,-3.340089593667052,-0.22512874557567603,1.0185088138406373,0.17991004497751126,0.0006540222367560497,-1.1758155875350464,0.8230756042164419,-2.7890437717992724,0.43741259672917954,0.1531297935885117,0.22224182026633743,0.2143817110239164,not distinguishable,Netherlands,1900-2020
Military,Learning & Culture,Military + Learning & Culture,7699,1529,48,57.407477344334055,-0.25576490196977564,-0.6083620674959679,0.006221900268219982,0.15742897301400907,0.09895052473763119,0.031393067364290386,-2.5475641927247397,0.1720586495131063,-2.884799145770428,-2.2103292396790515,1.3324235179589467e-49,0.144127936031984,5.596178775427576e-49,not distinguishable,Netherlands,1900-2020
Business,Nobility & Kinship,Business + Nobility & Kinship,7699,1529,11,13.860942719775649,-0.3205165963829592,-1.3291876100652056,0.3058902686010651,0.4241567817797087,0.424287856071964,0.007194244604316547,0.01935812371025176,0.3101655178121063,-0.5885662912014765,0.6272825386219801,0.9502345504903819,0.4950024987506247,0.9502345504903819,not distinguishable,Netherlands,1900-2020
Business,Religion,Business + Religion,7699,1529,2,16.62681530594912,-2.7762569103559427,-5.190944673448083,-1.586052444332496,1.005276985839918,0.0004997501249375312,0.0013080444735120995,-1.9536454567000485,0.6377176827552855,-3.203572114900408,-0.7037187984996889,0.0021876725980583007,0.0011660836248542396,0.004176465869020392,dissociated,Netherlands,1900-2020
Business,Learning & Culture,Business + Learning & Culture,7699,1529,319,241.52483265990182,0.400660850129877,0.32091518738319647,0.48253192389946065,0.04181266940081624,0.0004997501249375312,0.20863309352517986,-1.5265136015953076,0.08869067862377704,-1.7003473316979105,-1.3526798714927046,2.1712648403511071e-66,0.0011660836248542396,1.519885388245775e-65,associated,Netherlands,1900-2020
Nobility & Kinship,Religion,Nobility & Kinship + Religion,7699,1529,3,3.7488115107374167,-0.279704420992007,-3.01622129947315,0.7789381207793316,0.8489101440912612,0.7256371814092953,0.001962066710268149,-0.1367666108938579,0.5456053418649556,-1.2061530809491707,0.932619859161455,0.8020696538054184,0.7256371814092953,0.8584959233185605,not distinguishable,Netherlands,1900-2020
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,7699,1529,79,54.45607328544767,0.5326759358260617,0.3532344182499929,0.7019875524840469,0.0888367298296334,0.0004997501249375312,0.051667756703727925,-1.3919733373416079,0.16826568761870328,-1.7217740850742662,-1.0621725896089496,1.3120871582730801e-16,0.0011660836248542396,3.9362614748192404e-16,associated,Netherlands,1900-2020
Religion,Learning & Culture,Religion + Learning & Culture,7699,1529,117,65.32247417144102,0.8360085953797368,0.7136843917099275,0.9491137612388144,0.059860704999306194,0.0004997501249375312,0.07652060170045781,-1.3177909549345745,0.14273961527248022,-1.5975606008686358,-1.0380213090005133,2.6529810289589448e-20,0.0011660836248542396,9.285433601356307e-20,associated,Netherlands,1900-2020
Politics,Administration & Law,Politics + Administration & Law,471,206,5,4.3930873818811556,0.16868657165605405,-1.549047290515737,0.9443232185370796,0.6373829980223593,0.7446276861569215,0.024271844660194174,0.1265939289379274,0.48058020278517954,-0.8153432685210245,1.0685311263968793,0.7922276918067326,0.8230095478576501,0.9053765127857991,not distinguishable,Poland,1400-1599
Politics,Military,Politics + Military,471,206,4,4.3930873818811556,-0.12082004553893087,-1.7601436468409384,0.8043454274682342,0.6902268301037411,0.8290854572713643,0.019417475728155338,-0.12268655318881834,0.5199141842412739,-1.141718354301715,0.8963452479240783,0.8134523627064721,0.8535732133933033,0.9053765127857991,not distinguishable,Poland,1400-1599
Politics,Business,Politics + Business,471,206,3,3.326883441952172,-0.12881503845275036,-2.6849012638716396,0.8557339836231954,0.8189335372794689,0.8535732133933034,0.014563106796116505,-0.0762039313663707,0.5839655956286173,-1.2207764987984606,1.0683686360657192,0.8961757025601079,0.8535732133933033,0.9192715849241457,not distinguishable,Poland,1400-1599
Politics,Nobility & Kinship,Politics + Nobility & Kinship,471,206,17,10.533583663029269,0.6654534735425809,0.07909059319066901,1.0944562725488653,0.25423467080067147,0.017991004497751123,0.0825242718446602,-0.0719264175374608,0.31458626081986263,-0.6885154887443915,0.54466265366947,0.8191501782347707,0.06296851574212893,0.9053765127857991,not distinguishable,Poland,1400-1599
Politics,Religion,Politics + Religion,471,206,6,10.361507606404441,-0.7407127437308344,-2.1169690784071933,0.02056035507027443,0.5606393905089974,0.14942528735632185,0.02912621359223301,-1.0561037770767308,0.4341579886071514,-1.9070534347467474,-0.20515411940671402,0.014993611559502391,0.26149425287356326,0.03148658427495502,not distinguishable,Poland,1400-1599
Politics,Learning & Culture,Politics + Learning & Culture,471,206,10,11.991850525041574,-0.2505978836857582,-1.1015510016288075,0.3173339453527224,0.3692412857281256,0.4682658670664668,0.04854368932038835,-0.999896819380552,0.36174447279510097,-1.7089159860589498,-0.29087765270215404,0.005708056445940515,0.578446071082106,0.01781641890763011,not distinguishable,Poland,1400-1599
Administration & Law,Military,Administration & Law + Military,471,206,5,3.852158867663681,0.33770039812274033,-1.2311998642667934,1.1734960644439156,0.6237055935231941,0.5227386306846576,0.024271844660194174,0.15246859364427354,0.4811355156632702,-0.790557017055736,1.095494204344283,0.7513246096855142,0.6098617357987672,0.9053765127857991,not distinguishable,Poland,1400-1599
Administration & Law,Business,Administration & Law + Business,471,206,1,2.917238479128942,-1.1878684320478345,-3.086035119818094,0.1617097283577671,1.0039028924747364,0.367816091954023,0.0048543689320388345,-1.0075185592427196,0.8483621689581387,-2.670308410400671,0.6552712919152321,0.23498934321030773,0.5142428785607197,0.3289850804944308,not distinguishable,Poland,1400-1599
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,471,206,12,9.236565128017112,0.36044328263862035,-0.37754077465934166,0.9121044527536363,0.3216224850471209,0.25037481259370314,0.05825242718446602,-0.5741827590054452,0.3436703563209665,-1.2477766573945397,0.0994111393836491,0.09477364930708762,0.4044516203436743,0.15309589503452614,not distinguishable,Poland,1400-1599
Administration & Law,Religion,Administration & Law + Religion,471,206,13,9.085677096476049,0.49400716007420664,-0.15366183372156775,0.9728512941234897,0.29612422150945183,0.0814592703648176,0.06310679611650485,-0.03429939110681581,0.33842079095490024,-0.6976041413784203,0.6290053591647887,0.9192715849241458,0.17106446776611695,0.9192715849241457,not distinguishable,Poland,1400-1599
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,471,206,4,10.515273046983054,-1.29150835050346,-2.987229195506928,-0.3700269501662343,0.7347305835004619,0.07446276861569215,0.019417475728155338,-2.0227454700738385,0.5047430340100348,-3.0120418167335066,-1.0334491234141703,6.137116000490432e-05,0.17106446776611695,0.0003221985900257477,not distinguishable,Poland,1400-1599
Military,Business,Military + Business,471,206,1,2.917238479128942,-1.1878684320478345,-3.073609626045736,0.178420248681308,1.0005157160776992,0.35782108945527236,0.0048543689320388345,-1.0075185592427196,0.8483621689581387,-2.670308410400671,0.6552712919152321,0.23498934321030773,0.5142428785607197,0.3289850804944308,not distinguishable,Poland,1400-1599
Military,Nobility & Kinship,Military + Nobility & Kinship,471,206,26,9.236565128017112,1.4445075474270948,1.082003253724496,1.7912643810527422,0.18213182196461236,0.0004997501249375312,0.1262135922330097,0.8203830336207875,0.30751618532951824,0.21765131037493168,1.4231147568666431,0.007635608103270047,0.002623688155922039,0.01781641890763011,associated,Poland,1400-1599
Military,Religion,Military + Religion,471,206,1,9.085677096476049,-2.675917841368106,-4.507097092211544,-1.328800446429508,1.0076187222593749,0.0004997501249375312,0.0048543689320388345,-2.663947827235074,0.8360916983443917,-4.302687555990081,-1.0252080984800664,0.0014415940084151048,0.002623688155922039,0.0060546948353434405,dissociated,Poland,1400-1599
Military,Learning & Culture,Military + Learning & Culture,471,206,3,10.515273046983054,-1.6540784298881681,-4.263087157389311,-0.6674155538132294,0.83578594710624,0.05297351324337831,0.014563106796116505,-2.306337442612596,0.563675487737198,-3.411141398577504,-1.2015334866476879,4.2839790231748155e-05,0.13905547226386805,0.0002998785316222371,not distinguishable,Poland,1400-1599
Business,Nobility & Kinship,Business + Nobility & Kinship,471,206,5,6.994847339402244,-0.4464674739547384,-1.8697462563962681,0.3898498205925019,0.5899486776749626,0.3918040979510245,0.024271844660194174,-1.266339644492613,0.4735213985863147,-2.1944415857217896,-0.33823770326343616,0.007488478313295406,0.5142428785607197,0.01781641890763011,not distinguishable,Poland,1400-1599
Business,Religion,Business + Religion,471,206,2,6.880579889181901,-1.5618060778184097,-3.9533372537853957,-0.4264889985008729,0.937229273732781,0.1329335332333833,0.009708737864077669,-1.773974574297617,0.6638043958040326,-3.0750311900735205,-0.47291795852171314,0.0075302801430399855,0.2537821998091863,0.01781641890763011,not distinguishable,Poland,1400-1599
Business,Learning & Culture,Business + Learning & Culture,471,206,19,7.963212371303628,1.2041968495492414,0.7538870686137018,1.5674173462201673,0.2079331924306688,0.0004997501249375312,0.09223300970873786,0.6040856587391651,0.3485476926059745,-0.07906781876854496,1.2872391362468751,0.08306889646162827,0.002623688155922039,0.14537056880784946,associated,Poland,1400-1599
Nobility & Kinship,Religion,Nobility & Kinship + Religion,471,206,14,21.78530302532197,-0.6200396779487247,-1.3368254189475886,-0.13030182580614452,0.3122632957688761,0.05147426286856572,0.06796116504854369,-2.042631713110865,0.29847265549573954,-2.6276381178825146,-1.4576253083392157,7.721969420004466e-12,0.13905547226386805,8.108067891004689e-11,not distinguishable,Poland,1400-1599
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,471,206,9,25.213135717906635,-1.436506139060634,-2.4552823766085967,-0.7906098659937851,0.42597624919029703,0.006496751624187906,0.043689320388349516,-3.315688634557061,0.3541706007449373,-4.009863012017138,-2.621514257096984,7.835970076875876e-21,0.027286356821589204,1.645553716143934e-19,dissociated,Poland,1400-1599
Religion,Learning & Culture,Religion + Learning & Culture,471,206,46,24.801255287819814,0.8780217521474598,0.6079825466319964,1.1581198160278898,0.13977418236219868,0.0004997501249375312,0.22330097087378642,-0.36796966651214696,0.2116454136553557,-0.7827946772766441,0.04685534425235016,0.08210269285065262,0.002623688155922039,0.14537056880784946,associated,Poland,1400-1599
Politics,Administration & Law,Politics + Administration & Law,910,412,11,9.764822912773996,0.1639251226726265,-0.7854742287073989,0.7794453377693343,0.39729750544925807,0.6521739130434783,0.02669902912621359,0.06015795146215498,0.338495458217768,-0.6032931466446703,0.7236090495689802,0.8589416278232405,0.7208237986270023,0.9018887092144026,not distinguishable,Poland,1600-1799
Politics,Military,Politics + Military,910,412,38,28.5680712767409,0.4054230967892965,0.034734751045875936,0.6971828679457792,0.1666497335198022,0.017991004497751123,0.09223300970873786,0.24613306953890854,0.2063420714990465,-0.15829739059922257,0.6505635296770397,0.23293205454439647,0.0944527736131934,0.3762748573409481,not distinguishable,Poland,1600-1799
Politics,Business,Politics + Business,910,412,7,7.3848288417440315,-0.07218884274941609,-1.3382291414504721,0.6326477565984712,0.5083938159203455,0.8765617191404298,0.01699029126213592,-0.16400061411390468,0.4067380733578802,-0.9612072378953498,0.6332060096675405,0.6867941858441999,0.8765617191404298,0.8012598834848998,not distinguishable,Poland,1600-1799
Politics,Nobility & Kinship,Politics + Nobility & Kinship,910,412,45,37.303554199295654,0.26734466576850185,-0.02768318252830671,0.5362467650600141,0.14644497569879447,0.06446776611694154,0.10922330097087378,-0.08318129346246013,0.1925397101201913,-0.46055912529803505,0.2941965383731148,0.6657257904773823,0.15042478760619693,0.8012598834848998,not distinguishable,Poland,1600-1799
Politics,Religion,Politics + Religion,910,412,9,14.575575508468384,-0.666213659347919,-1.7224725145165205,0.0075427455183226045,0.4519706816709514,0.12093953023488256,0.021844660194174758,-1.385406548751674,0.3466623387229149,-2.064864732648587,-0.7059483648547608,6.430897433884984e-05,0.23088455772113942,0.00016881105763948086,not distinguishable,Poland,1600-1799
Politics,Learning & Culture,Politics + Learning & Culture,910,412,28,40.403147262948124,-0.5212499352822818,-1.0225573318926884,-0.15637363778769775,0.2167365380487929,0.022488755622188907,0.06796116504854369,-1.670482645786111,0.21929929979978866,-2.1003092733936968,-1.2406560181785253,2.5890796723788797e-14,0.0944527736131934,1.8123557706652157e-13,not distinguishable,Poland,1600-1799
Administration & Law,Military,Administration & Law + Military,910,412,14,10.300214531687226,0.4249929303767144,-0.2771253815995923,0.9435388304512838,0.317997222491174,0.17091454272863568,0.03398058252427184,0.14463178548842,0.3111226649681062,-0.46516863784906815,0.7544322088259082,0.6420241128726242,0.24837581209395304,0.8012598834848998,not distinguishable,Poland,1600-1799
Administration & Law,Business,Administration & Law + Business,910,412,3,2.662599116786875,0.14624422705504753,-2.4446911235075093,1.2086487133111645,0.8255691071590421,0.8460769615192404,0.007281553398058253,0.03805151516444655,0.5707395075276857,-1.0805979195898174,1.1567009499187104,0.9468439822098266,0.8765617191404298,0.9468439822098266,not distinguishable,Poland,1600-1799
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,910,412,15,13.449791808661482,0.1520246245456189,-0.532850441724407,0.6468600155287076,0.3053882419796123,0.6196901549225388,0.03640776699029126,-0.29381574542646144,0.3018786389700215,-0.8854978778077036,0.2978663869547807,0.3304087221543698,0.7208237986270023,0.48559075852735606,not distinguishable,Poland,1600-1799
Administration & Law,Religion,Administration & Law + Religion,910,412,7,5.255221929604405,0.38201903379030305,-0.9095234815984135,1.1063965819454082,0.5148764996931539,0.41629185407296354,0.01699029126213592,-0.4984819343535258,0.3990785988623691,-1.2806759881237693,0.28371211941671765,0.21163504689301138,0.5463830584707646,0.3762748573409481,not distinguishable,Poland,1600-1799
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,910,412,6,14.567349700731832,-1.2129140504923184,-2.5353988448060103,-0.3870922801379233,0.5668900646474702,0.0384807596201899,0.014563106796116505,-2.171861381385309,0.41982948762662975,-2.994727177133503,-1.3489955856371147,2.3012000398236812e-07,0.12293853073463268,8.054200139382885e-07,not distinguishable,Poland,1600-1799
Military,Business,Military + Business,910,412,2,7.789728705704315,-1.7293967931618368,-4.187411494394926,-0.5556444388860814,0.9946976478086077,0.14942528735632185,0.0048543689320388345,-1.634660372192183,0.6544810946384472,-2.9174433176835395,-0.35187742670082667,0.012502189568720136,0.24837581209395304,0.026254598094312288,not distinguishable,Poland,1600-1799
Military,Nobility & Kinship,Military + Nobility & Kinship,910,412,51,39.34885603962413,0.3700341236296755,0.09817610067480773,0.6179538920672287,0.1329296848979567,0.00849575212393803,0.12378640776699029,-0.17136161228795518,0.18216088224796376,-0.5283969414939641,0.18567371691805376,0.3468505418052543,0.059470264867566215,0.48559075852735606,not distinguishable,Poland,1600-1799
Military,Religion,Military + Religion,910,412,3,15.374733981466647,-2.181305589165936,-4.824732925648437,-1.1592112196078932,0.8197070279222742,0.04097951024487756,0.007281553398058253,-2.7001061232797405,0.5469787461537279,-3.7721844657410473,-1.6280277808184338,7.957763153432515e-07,0.12293853073463268,2.3873289460297543e-06,not distinguishable,Poland,1600-1799
Military,Learning & Culture,Military + Learning & Culture,910,412,36,42.61839546719378,-0.24040702915823725,-0.6530071146903729,0.07835652049571823,0.17999354717252566,0.1714142928535732,0.08737864077669903,-1.6240984278174375,0.19884539862738979,-2.0138354091271213,-1.2343614465077535,3.1447026293461884e-16,0.24837581209395304,3.3019377608134976e-15,not distinguishable,Poland,1600-1799
Business,Nobility & Kinship,Business + Nobility & Kinship,910,412,4,10.171655067510057,-1.2457870346046507,-2.9732917135571664,-0.37087920341964736,0.7202300710425859,0.079960019990005,0.009708737864077669,-1.5019429686952495,0.5000896194083916,-2.482118622735697,-0.521767314654802,0.002670272321245154,0.1679160419790105,0.006230635416238693,not distinguishable,Poland,1600-1799
Business,Religion,Business + Religion,910,412,5,3.9743592712510822,0.2977505155611513,-1.2904581912666169,1.133735640646566,0.6262864245023597,0.5692153923038481,0.012135922330097087,-0.5607456537118389,0.4610985709044827,-1.464498852684625,0.3430075452609471,0.22394378934601689,0.7031484257871066,0.3762748573409481,not distinguishable,Poland,1600-1799
Business,Learning & Culture,Business + Learning & Culture,910,412,22,11.016828997175852,0.9661814565192466,0.5119440544803846,1.3388079432545157,0.21249131968708337,0.0009995002498750624,0.05339805825242718,-0.0662175895343042,0.29466301404419337,-0.6437570970609232,0.5113219179923147,0.8221946835855458,0.010494752623688156,0.9018887092144026,associated,Poland,1600-1799
Nobility & Kinship,Religion,Nobility & Kinship + Religion,910,412,12,20.075986818345108,-0.7190335286534686,-1.606732297969186,-0.16196320227246758,0.36848806752792573,0.054972513743128434,0.02912621359223301,-1.8566625605446259,0.3042369765425675,-2.452967034568058,-1.2603580865211936,1.043010017614605e-09,0.14430284857571213,5.475802592476677e-09,not distinguishable,Poland,1600-1799
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,910,412,49,55.650156070978866,-0.18186150745169358,-0.4716916845055629,0.05413650400571918,0.13642120358894225,0.1774112943528236,0.11893203883495146,-1.9219418224243978,0.17661596247368244,-2.2681091088728156,-1.5757745359759803,1.4038674290198617e-27,0.24837581209395304,2.94812160094171e-26,not distinguishable,Poland,1600-1799
Religion,Learning & Culture,Religion + Learning & Culture,910,412,45,21.744122491307223,1.0324423585715097,0.7473937614862146,1.3123224846516475,0.14489089853623968,0.0004997501249375312,0.10922330097087378,-1.0068703215475228,0.18947553619423257,-1.3782423724882187,-0.6354982706068268,1.0725294028619964e-07,0.010494752623688156,4.504623492020385e-07,associated,Poland,1600-1799
Politics,Administration & Law,Politics + Administration & Law,2945,1083,78,42.91315644282075,0.8545603334900846,0.6196611743019866,1.0648480653448544,0.11459890842153754,0.0004997501249375312,0.07202216066481995,0.9781703158417745,0.15296149591142352,0.6783657838553844,1.2779748478281645,1.606741428553404e-10,0.0020989505247376314,5.623594999936914e-10,associated,Poland,1800-1899
Politics,Military,Politics + Military,2945,1083,91,64.0929587689651,0.5023948370340243,0.2848626257476235,0.7067203642958637,0.10681750954018987,0.0004997501249375312,0.0840258541089566,0.013199839441542106,0.1275805243458035,-0.23685798827623275,0.263257667159317,0.9175956650450364,0.0020989505247376314,0.9175956650450364,associated,Poland,1800-1899
Politics,Business,Politics + Business,2945,1083,42,43.97497874409771,-0.06553107473580798,-0.4513583187013737,0.2538036956865609,0.1797482674294496,0.7171414292853573,0.038781163434903045,0.020759506448557088,0.1792877047555614,-0.3306443948723433,0.37216340776945744,0.9078199348041178,0.7171414292853573,0.9175956650450364,not distinguishable,Poland,1800-1899
Politics,Nobility & Kinship,Politics + Nobility & Kinship,2945,1083,34,45.307797444687345,-0.40899683418887417,-0.860376589271018,-0.04544663205110306,0.20794000676254218,0.04847576211894053,0.03139427516158818,-0.30681563296712616,0.1923024244644139,-0.6837283849173774,0.07009711898312504,0.11060382252376742,0.06786606696651674,0.14516751706244474,not distinguishable,Poland,1800-1899
Politics,Religion,Politics + Religion,2945,1083,28,43.443578258563406,-0.6246904317240961,-1.1507085901263534,-0.22880560005722458,0.2359999465026444,0.013493253373313344,0.02585410895660203,-1.0519710508146507,0.202050053128971,-1.4479891549474337,-0.6559529466818675,1.9244878077601244e-07,0.028335832083958023,5.051780495370327e-07,dissociated,Poland,1800-1899
